"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.cluster_id","Input.cluster_rep","Input.index_intruder_in_df","Input.title_intruder","Input.community_intruder","Input.intruder_rank","Input.in_test_intruder_location","Input.index_0","Input.sentence_0_text","Input.index_1","Input.sentence_1_text","Input.index_2","Input.sentence_2_text","Input.index_3","Input.sentence_3_text","Input.index_4","Input.sentence_4_text","Input.index_5","Input.sentence_5_text","Input.index_6","Input.sentence_6_text","Input.index_7","Input.sentence_7_text","Input.index_8","Input.sentence_8_text","Input.index_9","Input.sentence_9_text","Answer.answers.0","Answer.answers.1","Answer.answers.2","Answer.answers.3","Answer.answers.4","Answer.answers.5","Answer.answers.6","Answer.answers.7","Answer.answers.8","Answer.answers.9","Answer.description","Approve","Reject"
"375VMB7D4L0BTTPAUGSJNR410VBDI2","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 07:51:51 PST 2023","1","BatchId:5164366;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 07:51:51 PST 2023","","","3R2UR8A0IDX2953O9EB2PFZ7LR0XOT","A39RLF85DE3UIT","Submitted","Tue Dec 05 08:52:40 PST 2023","Tue Dec 05 08:55:15 PST 2023","Fri Dec 08 08:55:15 PST 2023","","","","155","100% (5/5)","100% (5/5)","100% (5/5)","19","Governing Law","8793","ANY iPASS","-1","","0","8793","ANY iPASS","6286","ARTICLE 14.

GENERAL PROVISIONS 
14.1 
Governing Law.","2517","Governing Law.","5827","Section 10.2 Authority.","4226","21. 
Choice of Law.","7152","9.6 Governing Law; Jurisdiction.","9342","18. Governing Law.","13339","GOVERNING LAW.","3210","(g) 
Governing Law; Choice of Venue.","9876","12. Miscellaneous. 
12.1.

Governing Law; Consent to Personal Jurisdiction.","false","true","false","true","false","false","true","true","true","false","good"
"37M4O367VLZ2LZ080P8SH8NQ4NX5M2","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 07:51:51 PST 2023","1","BatchId:5164366;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 07:51:51 PST 2023","","","3OVR4I9USS0EWFSU4G11H9X97XD4QT","A3HYF6VI8TB8VO","Submitted","Tue Dec 05 08:40:45 PST 2023","Tue Dec 05 08:47:06 PST 2023","Fri Dec 08 08:47:06 PST 2023","","","","381","100% (7/7)","100% (7/7)","100% (7/7)","8","Insurance And Indemnification","6000","15.1 DISCLAIMER OF WARRANTIES.","8","5.0","6","6139","7.2  
Indemnification  by  NETTAXI.","9681","8 
9. INDEMNIFICATION & LIMITATION OF LIABILITY.

(a)
 Indemnification.","11706","11.WARRANTY AND INDEMNITY: 
11.
1Warranty.","8508","ARTICLE X 
WAIVER OF CERTAIN DAMAGES","6393","7.
2  Consequential Damages.

UNDER NO CIRCUMSTANCES, INCLUDING NEGLIGENCE,         SHALL XACCT","1805","Section 3.03 Information to the Company.","6000","15.1 DISCLAIMER OF WARRANTIES.","3728","PROVING THE AMOUNT TO BE INDEMNIFIED 
4.

PAYMENT OF THE LOSS 
5.","2679","3.  
Covenants and Warranties of Undersigned.","7153","Company shall provide CONSULTANT evidence of all such coverage.

(b) 
Indemnity by Consultant.","false","true","false","true","false","false","true","false","false","true","good"
"39AYGO6AFH14MLLMH9XXMTQQ58IN60","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 07:51:51 PST 2023","1","BatchId:5164366;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 07:51:51 PST 2023","","","3TVRFO09GNWU3K0RWMVAXYVDQMVXLC","A3HYF6VI8TB8VO","Submitted","Tue Dec 05 08:52:02 PST 2023","Tue Dec 05 09:00:36 PST 2023","Fri Dec 08 09:00:36 PST 2023","","","","514","100% (7/7)","100% (7/7)","100% (7/7)","6","Confidential Information","126","Venue shall be Kansas.","-1","","1","10536","14. 
Publicity.","126","Venue shall be Kansas.","7136","5.2 Covenant Not to Divulge Proprietary Information.","3074","Protection of Information.","6661","10. 
Security of Content.","233","8.4 
Disclosure of Know-How.","10202","10.2Permitted Disclosure and Use.","12950","16.4 Confidential Information.","6228","8.4 
Confidentiality of this Agreement and its Terms.","5815","Section 7.2 Access to Information; Books and Records.","true","true","false","true","false","true","false","false","true","false","good"
"3TC2K6WK9IJV1DFHO5WBEJJJ08H82G","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 07:51:51 PST 2023","1","BatchId:5164366;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 07:51:51 PST 2023","","","3N2BF7Y2VTBHNCIXRUE3UPM8211MH9","A39RLF85DE3UIT","Submitted","Tue Dec 05 07:55:54 PST 2023","Tue Dec 05 08:31:25 PST 2023","Fri Dec 08 08:31:25 PST 2023","","","","2131","100% (5/5)","100% (5/5)","100% (5/5)","15","Term And Termination","4757","17.9 
Headings.","16","7.0","3","13571","13. 
Termination/Remedies.","13508","TERM 
7.","8942","13. OBLIGATIONS AFTER TERMINATION:","4757","17.9 
Headings.","1300","1.2 Other Terms.","7142","8.
 Termination.","13317","Termination Assistance.","4984","14.2.5 
Termination for Bankruptcy.","1265","11.7 
Effects of Termination.","13146","written notice from the non-breaching party.

10.3. 
Termination for Bankruptcy.","true","true","true","false","true","false","true","true","true","false","good"
"3RWSQDNYLB3OHM1GKEHO8UUUWGZFFO","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 07:51:51 PST 2023","1","BatchId:5164366;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 07:51:51 PST 2023","","","37W3JXSD69PZEJ205WOEPNJ2QZSYWB","A3HYF6VI8TB8VO","Submitted","Tue Dec 05 08:16:43 PST 2023","Tue Dec 05 08:39:57 PST 2023","Fri Dec 08 08:39:57 PST 2023","","","","1394","100% (7/7)","100% (7/7)","100% (7/7)","11","Amendment Waiver","6683","MARATHON PIPE LINE LLC

By: 


/s/ Craig Pierson","13","1.0","2","8362","ARTICLE 9 MISCELLANEOUS 
Section 9.1 Amendment and Modification.","8738","13.12 
Waiver and Non-Exclusion of Remedies.","6683","MARATHON PIPE LINE LLC

By: 


/s/ Craig Pierson","8737","13.11 
Equitable Relief.","12956","17.2 Unilateral Waiver of Obligations.","8165","16.9 
Waiver.","5615","11.12 
Amendments.","8300","11.12 Waiver of Jury Trial.","4066","27.3 No Waiver.","11208","13.4 
Waiver.","true","false","false","false","true","true","false","true","false","false","good"
"3WUVMVA7ODKZQCB8AAP3XLZLB5GAZU","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 07:51:51 PST 2023","1","BatchId:5164366;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 07:51:51 PST 2023","","","3Y54SXRO1O2Q5TE10QMEZI6QQH0UTK","A3HYF6VI8TB8VO","Submitted","Tue Dec 05 08:52:00 PST 2023","Tue Dec 05 08:59:41 PST 2023","Fri Dec 08 08:59:41 PST 2023","","","","461","100% (7/7)","100% (7/7)","100% (7/7)","2","Distributor Personnel","10880","Conversion Agent Services.","2","2.0","4","13416","(3) 
Series B Preferred OP Units.","10473","2 
4. PROMOTIONAL APPEARANCES.","3316","3.6. Purchase Schedule.","816","6.5.
 Delivery Vehicles.","10880","Conversion Agent Services.","2388","3.5 REJECTION OF MILESTONE DELIVERABLE","6113","6. 
Additional Events and Marketing.","8917","2.3 
Direct Marketing.","6678","6.5 
Expansion of Pipeline.","3847","2.4. Qualigen Retained Customers.","true","false","false","false","true","true","true","true","false","false","good"
"3LOJFQ4BOZW2ZOFYUJDV07JESZ0KDK","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 07:51:51 PST 2023","1","BatchId:5164366;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 07:51:51 PST 2023","","","3OE22WJIGL5DDDM9JMSJUDV36A1QU2","A3HYF6VI8TB8VO","Submitted","Tue Dec 05 08:52:10 PST 2023","Tue Dec 05 09:03:20 PST 2023","Fri Dec 08 09:03:20 PST 2023","","","","670","100% (7/7)","100% (7/7)","100% (7/7)","16","Headings","1485","(e) 
Settlement.","8","5.0","0","1485","(e) 
Settlement.","8465","16. 
Headings.","7441","18. 
Venue.","418","Section 8.5","6523","Page 24 of 29","415","SECTION 8.

MISCELLANEOUS 
Section 8.1","12891","I. INTRODUCTION.","764","(j) 
Counterparts.","6826","Article 102","6864","[REMAINDER OF PAGE INTENTIONALLY LEFT BLANK]

[SIGNATURE PAGE FOLLOWS]","false","true","false","true","true","false","true","false","false","true","good"
"3HRWUH63QWJ83HL8CQNSUNCQ9D75N2","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 07:51:51 PST 2023","1","BatchId:5164366;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 07:51:51 PST 2023","","","31QTRG6Q2WU9UA5ZTAAJXTB6X2QPY8","A39RLF85DE3UIT","Submitted","Tue Dec 05 08:45:36 PST 2023","Tue Dec 05 08:46:45 PST 2023","Fri Dec 08 08:46:45 PST 2023","","","","69","100% (5/5)","100% (5/5)","100% (5/5)","11","Amendment Waiver","8147","15.2.11 
Written Notice.","-1","","7","11881","24.
 WAIVER.","706","10.9. Waiver.","9708","13.2 WAIVER AND AMENDMENT.","12186","Amendment: Waiver.","8299","11.10
 Amendment.","7963","14.8 
Non-Waiver of Rights.","6013","16.6 AMENDMENT OR MODIFICATION.","8147","15.2.11 
Written Notice.","358","Section 11.15.

Waivers of Default.","1436","Section 14.

Amendments.","false","true","true","true","true","true","true","true","false","false","good"
"37J05LC5AZ07O49GCYDJZSJ1DA0DJE","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 07:51:51 PST 2023","1","BatchId:5164366;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 07:51:51 PST 2023","","","3A9AA95ATZ3BSMVFI85MMWDD2XLP5R","A39RLF85DE3UIT","Submitted","Tue Dec 05 07:56:10 PST 2023","Tue Dec 05 08:43:13 PST 2023","Fri Dec 08 08:43:13 PST 2023","","","","2823","100% (5/5)","100% (5/5)","100% (5/5)","2","Distributor Personnel","5333","[***], other","-1","","4","7169","Regulatory 35 
8.","6882","2.5
Alliance Managers.","11119","channel;","7856","3.2.5 
Ride-Alongs.","5333","[***], other","9188","12.3 Manufacture and Supply.","10024","1. 
Services.","2932","4. 
BUSINESS OFFICE.","2988","5.3 
Firm Zone Requirements.","9501","c.  
Selling Price.","false","false","true","true","true","false","false","true","true","true","good"
"3SCKNODZ0ZXNQLZR0J2PS7QM0J2N7Z","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 07:51:52 PST 2023","1","BatchId:5164366;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 07:51:52 PST 2023","","","3QY5DC2MXU1GMOW056HPIERPZ8RUFB","A39RLF85DE3UIT","Submitted","Tue Dec 05 07:56:01 PST 2023","Tue Dec 05 08:33:44 PST 2023","Fri Dec 08 08:33:44 PST 2023","","","","2263","100% (5/5)","100% (5/5)","100% (5/5)","5","C Entire Agreement","8846","Page 20 of 22","-1","","6","6250","(d) 
No Conflicting Grant of Rights.","5937","The agreement is made in quadruplicate.","1056","14. GENERAL TERMS & CONDITIONS 
 
 
 
 
 
 
 
 
 
 
a.","10579","13 
16. Entire Agreement.","8373","Section 9.10 Entire Agreement.","8250","24. ENTIRE AGREEMENT.","8846","Page 20 of 22","12768","Page 9 
20.

ENTIRE AGREEMENT AND WAIVER","13252","9.04. Entire Agreement.","2248","14. 2 Entire Agreement; Modification.","true","true","false","true","true","false","false","true","true","true","good"
